transaction_id,wallet_id,transaction_amount,transaction_fee,block_confirmation_time,input_count,output_count,wallet_age_days,total_wallet_transactions,avg_wallet_transaction_value,cross_border_flag,mixing_service_used,darknet_association_score,transaction_velocity_24h,unusual_pattern_score,risk_label
TX1312,W96145,39.513205,0.007018,498,7,1,3919,6731,14.3197,0,1,0.76,159,0.346,0
TX1313,W48709,14.788346,0.009552,38,7,5,1865,5225,4.505879,1,0,0.888,120,0.242,0
TX1314,W71120,24.7832,0.007092,11,12,7,1625,8314,8.259337,0,0,0.537,96,0.493,0
TX1315,W29250,21.056524,0.00994,44,12,10,2226,1891,22.784825,0,0,0.043,174,0.785,0
TX1316,W31172,20.526729,0.006907,334,1,11,1820,8045,7.400261,0,0,0.272,172,0.27,1
TX1317,W21555,11.568204,0.00044,66,6,12,27,4785,15.887722,0,0,0.746,17,0.407,0
TX1318,W97410,6.819419,0.008287,90,8,1,1902,9603,3.432428,0,0,0.388,133,0.151,1
TX1319,W88617,9.835231,0.002918,120,13,6,1711,6095,16.749971,0,0,0.626,186,0.702,1
TX1320,W63276,2.767564,0.004516,581,5,4,3233,317,6.985819,1,1,0.525,5,0.737,0
TX1321,W67492,9.907339,0.00319,301,10,3,3187,505,5.789257,0,0,0.908,14,0.496,1
TX1322,W63002,0.461036,0.002759,383,14,4,378,8625,3.112888,0,0,0.307,101,0.737,0
TX1323,W99599,31.363293,0.004371,326,9,6,97,8784,1.180141,0,1,0.446,93,0.644,1
TX1324,W82355,15.819454,0.00385,399,17,5,2726,6408,24.196814,0,0,0.065,188,0.929,0
TX1325,W34762,48.657262,0.00637,361,3,9,1160,7269,10.353479,1,0,0.805,117,0.587,0
TX1326,W21046,9.686659,0.00815,566,12,4,388,601,19.442611,0,0,0.326,29,0.357,0
TX1327,W38769,17.292083,0.003041,423,12,14,1904,3480,23.003032,0,0,0.722,173,0.73,0
TX1328,W63302,17.8927,0.002216,482,11,15,3051,2453,5.108471,1,0,0.003,144,0.057,0
TX1329,W33150,0.423566,0.006702,340,4,4,164,1148,21.747516,0,0,0.867,113,0.476,1
TX1330,W78247,41.960558,0.006736,595,8,14,1899,4360,17.703533,0,1,0.972,83,0.966,0
TX1331,W14853,1.600691,0.009021,24,10,10,1439,8851,14.453647,0,0,0.47,104,0.705,0
TX1332,W99399,47.009052,0.000258,416,14,7,3786,6942,20.228854,0,0,0.483,7,0.999,0
TX1333,W31792,44.603825,0.008545,553,1,18,945,1115,2.775508,0,0,0.616,177,0.393,1
TX1334,W69129,26.77656,0.005258,263,12,15,681,9188,6.597372,0,0,0.975,144,0.393,0
TX1335,W84478,27.180235,0.006251,361,5,8,1002,6516,3.284961,1,0,0.559,56,0.06,0
TX1336,W77298,32.689242,0.001005,205,14,9,1160,8553,22.400305,0,0,0.074,185,0.361,1
TX1337,W41987,19.353114,0.004383,415,4,5,158,6907,2.478954,0,0,0.565,95,0.141,0
TX1338,W25850,32.361467,0.00235,292,17,6,2446,3785,24.498961,0,0,0.419,26,0.396,1
TX1339,W22112,2.239375,0.002617,52,13,12,813,9901,2.756181,0,0,0.761,57,0.002,1
TX1340,W34058,2.703327,0.005091,562,3,7,1763,5696,16.548874,1,0,0.303,100,0.438,0
TX1341,W55420,22.862064,0.008143,374,11,7,1390,5662,16.515746,0,0,0.924,178,0.939,0
TX1342,W48890,27.481565,0.007463,235,11,15,1326,5566,23.281842,0,1,0.8,174,0.762,0
TX1343,W76017,44.390994,0.005951,99,5,19,3011,7338,8.085081,0,0,0.327,56,0.241,0
TX1344,W57304,5.233927,0.00544,307,6,13,2397,9372,8.306978,1,0,0.352,49,0.27,0
TX1345,W42921,41.132574,0.00433,222,4,18,2832,3642,21.15887,0,0,0.518,89,0.309,0
TX1346,W11524,10.503157,0.00973,556,10,10,394,1055,24.464603,0,0,0.1,158,0.093,0
TX1347,W25048,19.704788,0.005646,391,10,8,1348,7002,0.763168,0,0,0.69,28,0.992,0
TX1348,W45111,15.830805,0.002614,95,12,11,2996,5732,15.88657,0,0,0.609,23,0.668,0
TX1349,W47904,20.008363,0.002378,62,18,8,2098,6511,6.098555,0,0,0.319,190,0.738,0
TX1350,W64912,7.525624,0.006152,438,15,8,1348,4212,18.201778,0,0,0.638,67,0.695,0
TX1351,W44008,25.179,0.005276,526,18,15,1538,3596,19.320248,1,0,0.098,76,0.465,0
TX1352,W10060,40.082328,0.000176,487,3,2,843,5421,19.065514,0,0,0.952,150,0.816,0
TX1353,W84666,22.077259,0.008318,371,3,13,1487,8514,10.893424,0,0,0.067,7,0.238,0
TX1354,W93559,24.531188,0.007071,411,1,18,3147,2920,3.953457,0,0,0.329,12,0.388,1
TX1355,W65337,42.43853,0.006652,522,17,12,1783,5536,14.623268,0,0,0.971,128,0.326,0
TX1356,W23350,35.3032,0.000781,335,10,8,2549,2473,19.728061,0,0,0.398,190,0.953,0
TX1357,W34354,24.52323,0.003684,239,6,17,1751,4279,22.805753,0,0,0.886,26,0.039,0
TX1358,W55186,12.885525,0.00936,415,11,6,2790,3909,11.321582,0,0,0.151,80,0.075,0
TX1359,W38145,44.246452,0.00864,187,14,16,1778,4613,6.149428,1,0,0.067,168,0.956,0
TX1360,W44020,28.851443,0.002927,291,17,14,2014,3063,2.979374,0,0,0.108,136,0.688,0
TX1361,W96123,11.058159,0.001655,127,7,10,2236,6515,19.942052,1,0,0.972,26,0.636,0
TX1362,W85186,13.456719,0.004546,162,4,2,946,7139,13.387081,0,0,0.089,89,0.819,0
TX1363,W95469,40.156851,0.003623,327,11,13,2177,8101,16.85786,0,1,0.652,112,0.917,0
TX1364,W30581,2.208234,0.006854,17,19,1,3565,7522,3.989418,0,0,0.441,148,0.896,0
TX1365,W98929,49.604617,0.009668,570,9,18,2145,2716,0.174405,1,0,0.861,106,0.89,0
TX1366,W33051,6.518454,0.003694,559,8,14,365,7483,24.189864,0,0,0.294,45,0.839,0
TX1367,W61474,39.80363,0.000716,567,4,3,2549,5820,20.274096,0,0,0.029,175,0.12,0
TX1368,W79626,19.739371,0.008986,208,16,15,1189,5301,10.00666,0,0,0.749,67,0.635,0
TX1369,W16960,24.611317,0.000476,306,6,9,919,2728,11.434123,0,0,0.589,141,0.491,0
TX1370,W45772,44.032648,0.009532,47,6,13,2225,2429,23.227343,1,1,0.435,169,0.781,0
TX1371,W31520,20.646147,0.006679,510,19,5,3056,3380,5.199181,1,0,0.323,186,0.955,1
TX1372,W59481,26.87515,0.009423,195,2,5,629,4619,20.072689,0,0,0.899,61,0.364,0
TX1373,W46408,2.465934,0.002077,64,11,2,1746,8882,0.458059,0,0,0.122,3,0.755,0
TX1374,W67134,0.118371,0.000503,470,18,1,970,2171,21.894063,0,0,0.141,58,0.212,0
TX1375,W30491,12.240749,0.004933,383,9,17,273,6326,14.736207,0,0,0.015,161,0.421,0
TX1376,W11341,34.029474,0.004561,433,16,19,3399,5426,11.944673,0,0,0.073,132,0.723,0
TX1377,W54623,6.064123,0.003382,66,11,17,2447,2801,17.664378,1,0,0.857,31,0.087,0
TX1378,W10338,5.688984,0.009581,306,14,9,1587,2304,1.700602,0,0,0.794,79,0.862,1
TX1379,W81431,20.548619,0.008244,176,8,10,2459,213,4.896643,0,0,0.102,91,0.917,0
TX1380,W22254,32.392204,0.00665,509,13,15,2825,4995,10.180557,0,0,0.78,65,0.872,0
TX1381,W61860,35.603888,0.001712,67,10,13,1088,1321,15.450476,1,0,0.641,34,0.001,0
TX1382,W21344,8.923355,0.00737,20,12,17,3519,8096,3.622262,0,0,0.387,7,0.803,0
TX1383,W11750,3.980328,0.007297,105,3,7,2389,6872,9.493513,1,0,0.084,56,0.897,0
TX1384,W64756,47.019911,0.004308,180,2,4,1253,1215,6.529712,0,0,0.602,152,0.984,0
TX1385,W77957,13.034058,0.009255,197,11,3,505,8083,16.142778,0,0,0.84,150,0.034,0
TX1386,W68053,42.667472,0.001753,277,18,1,861,8321,22.982768,0,0,0.421,163,0.564,0
TX1387,W80855,43.174709,0.002747,471,4,7,3882,9249,4.157819,1,0,0.424,152,0.882,0
TX1388,W25896,38.626357,0.000726,179,8,5,3821,5564,4.739636,0,0,0.827,144,0.731,0
TX1389,W65761,8.442511,0.007975,238,11,17,2785,3287,15.017207,1,0,0.211,190,0.854,0
TX1390,W72552,41.090251,0.006255,220,15,17,629,9970,11.344527,0,0,0.172,63,0.698,1
TX1391,W87454,38.462759,0.003218,495,2,15,250,7661,17.955434,0,0,0.696,109,0.024,0
TX1392,W37935,29.836553,0.001722,421,19,3,3142,1782,7.204254,0,0,0.656,164,0.878,0
TX1393,W47641,16.860765,0.000497,537,15,3,512,6334,13.625042,0,0,0.912,84,0.618,0
TX1394,W39711,13.126168,0.001751,455,13,2,345,1839,9.676835,0,0,0.334,132,0.247,0
TX1395,W80342,6.095339,0.004588,284,2,8,547,9617,7.038791,1,0,0.202,151,0.68,0
TX1396,W22182,25.488344,0.002547,248,3,13,3345,2441,18.235117,0,1,0.429,193,0.514,0
TX1397,W97833,29.263459,0.002664,150,14,6,556,1107,19.899385,0,0,0.384,47,0.717,1
TX1398,W66276,17.96759,0.008768,71,13,5,987,3003,8.230497,0,1,0.938,157,0.473,0
TX1399,W29541,23.768478,0.0052,107,16,13,2920,5189,15.578066,0,0,0.918,38,0.102,0
TX1400,W92310,18.176359,0.00732,314,12,1,3417,3406,4.472999,1,0,0.428,99,0.912,0
TX1401,W54813,32.050662,0.000454,121,1,18,460,9005,19.776287,0,0,0.412,190,0.683,0
TX1402,W47198,45.063059,0.003715,476,6,7,1131,3233,7.038456,0,0,0.445,56,0.714,0
TX1403,W18820,8.196849,0.004844,325,13,17,2934,4203,4.282159,0,0,0.731,71,0.768,0
TX1404,W34070,19.071059,0.001946,439,2,8,2789,3052,23.499635,1,0,0.55,188,0.512,0
TX1405,W79768,7.044289,0.00129,374,18,19,2812,3878,10.567882,0,0,0.288,2,0.714,0
TX1406,W21122,31.247564,0.008716,191,17,16,2536,7615,16.091063,0,1,0.769,131,0.212,0
TX1407,W90559,36.443797,0.0094,592,19,14,3116,7308,20.232242,1,0,0.904,88,0.469,0
TX1408,W83543,46.595705,0.00088,473,15,10,2550,2883,17.156697,0,1,0.718,176,0.692,0
TX1409,W93441,13.944317,0.003555,477,8,2,1449,360,14.120855,0,0,0.195,90,0.805,1
TX1410,W51786,47.51061,0.009587,560,9,16,921,7069,9.29662,1,0,0.792,143,0.968,0
TX1411,W16737,3.16407,0.000923,458,8,13,2097,2198,22.963891,1,0,0.989,22,0.861,0
TX1412,W46062,30.15109,0.006472,450,8,5,60,5026,3.347215,0,0,0.685,25,0.042,0
TX1413,W64237,2.857579,0.009725,98,11,18,3330,5958,22.099154,0,0,0.244,114,0.177,1
TX1414,W61571,44.688816,0.009784,42,18,11,577,99,17.749122,0,0,0.006,25,0.679,0
TX1415,W35510,26.490923,0.004765,486,17,5,3186,7335,14.289553,1,1,0.385,125,0.082,0
TX1416,W29426,33.467748,0.001711,115,6,13,1795,2704,8.125447,0,0,0.47,118,0.995,0
TX1417,W47265,41.578865,0.002101,414,2,1,349,9004,3.659643,0,0,0.91,152,0.471,0
TX1418,W27850,7.516381,0.008907,172,1,6,2446,1876,11.084582,0,0,0.62,169,0.686,0
TX1419,W76150,1.93054,0.009126,570,10,11,1965,7408,19.59615,0,0,0.282,76,0.048,0
TX1420,W97312,43.944178,0.006118,401,8,10,674,9433,18.63529,1,0,0.692,43,0.43,0
TX1421,W99613,15.747346,0.007685,131,16,1,1494,5704,16.139601,0,0,0.092,0,0.24,0
TX1422,W84910,6.449816,0.007425,46,14,16,676,5537,24.812567,1,0,0.213,163,0.105,0
TX1423,W62375,23.423593,0.006652,45,16,13,2063,685,24.316143,1,0,0.744,94,0.673,0
TX1424,W45435,29.915705,0.00829,566,14,16,2597,2240,10.006122,1,0,0.297,114,0.977,0
TX1425,W67132,1.549499,0.006886,491,7,15,138,899,4.821433,1,0,0.031,21,0.305,1
TX1426,W88945,13.745508,0.005387,403,18,7,3337,9880,11.601318,0,0,0.497,99,0.929,0
TX1427,W92050,1.640961,0.002446,186,9,14,818,5068,21.115969,1,0,0.658,132,0.003,0
TX1428,W12983,21.017349,0.007464,185,4,11,2979,6815,11.469492,0,0,0.789,116,0.663,0
TX1429,W30662,44.755106,0.004787,468,16,13,1582,5447,8.406189,0,0,0.306,146,0.531,0
TX1430,W33510,49.132638,0.003018,54,11,5,2666,1832,18.533375,1,0,0.425,111,0.369,0
TX1431,W88187,31.852741,0.008039,412,9,18,81,5585,16.256934,1,0,0.557,60,0.418,0
TX1432,W50998,8.082723,0.006997,405,17,3,303,2482,24.217755,0,0,0.075,85,0.601,0
TX1433,W66846,45.292564,0.00938,150,11,12,1298,8213,13.736007,0,0,0.198,56,0.558,1
TX1434,W16640,25.812875,0.001738,302,3,7,3185,6165,24.18713,0,0,0.369,94,0.508,0
TX1435,W54547,7.688312,0.006527,149,11,15,3070,4412,7.280498,0,0,0.267,148,0.983,0
TX1436,W64620,46.086412,0.002518,20,8,1,2457,618,21.621956,0,0,0.466,66,0.769,0
TX1437,W25317,37.873695,0.009045,89,10,19,1955,1089,8.77962,1,0,0.651,52,0.178,0
TX1438,W17564,36.585532,0.001085,220,6,10,2768,8341,20.243797,1,0,0.54,187,0.917,1
TX1439,W37345,35.459326,0.006596,486,17,14,1843,5303,23.150395,0,0,0.774,60,0.492,0
TX1440,W89273,10.017791,0.007932,56,6,15,2413,7749,15.583545,0,0,0.626,74,0.014,0
TX1441,W84859,10.551124,0.003614,552,7,2,3063,7887,18.216442,0,0,0.292,11,0.786,0
TX1442,W90765,34.414962,0.009546,111,13,17,2289,7790,23.966406,0,0,0.12,41,0.353,0
TX1443,W84038,10.986918,0.008522,223,6,10,2137,4378,9.38516,0,0,0.64,127,0.999,1
TX1444,W62393,21.934146,0.003017,341,3,5,3767,7499,12.794477,1,0,0.212,175,0.544,0
TX1445,W76081,39.100309,0.000175,375,13,6,1296,113,22.458315,0,0,0.319,84,0.27,0
TX1446,W39430,39.197842,0.003037,258,10,6,3327,5333,16.823669,0,0,0.795,198,0.752,0
TX1447,W85532,22.663635,0.002885,409,4,6,1513,9262,21.841042,0,0,0.22,192,0.278,0
TX1448,W37788,39.609705,0.008911,584,5,14,3928,9286,15.46018,0,0,0.538,174,0.025,0
TX1449,W58543,41.931251,0.009674,34,19,13,245,2230,18.495905,0,0,0.095,22,0.096,1
TX1450,W23919,32.739133,0.000797,189,18,13,1804,5293,0.33643,0,0,0.417,42,0.657,0
TX1451,W79346,11.422064,0.004766,293,7,10,3171,9173,8.498432,0,0,0.98,68,0.214,0
TX1452,W49974,13.701315,0.005528,363,1,16,2619,7672,19.262814,0,0,0.954,39,0.238,0
TX1453,W26371,15.742743,0.00102,478,17,7,1097,2358,10.106159,0,0,0.947,55,0.149,0
TX1454,W55084,5.841089,0.003837,569,18,3,2672,7093,9.07754,0,0,0.595,68,0.256,0
TX1455,W39629,13.658708,0.003239,404,5,15,3749,5343,23.78929,0,0,0.295,65,0.76,1
TX1456,W61184,10.476752,0.005407,137,6,5,3360,6060,13.818187,0,0,0.355,165,0.514,0
TX1457,W71916,22.766982,0.006646,506,10,8,3001,4439,4.820377,0,1,0.206,69,0.216,1
TX1458,W83972,45.421969,0.007065,507,19,5,211,6752,11.810945,0,0,0.098,80,0.248,0
TX1459,W72187,5.224911,0.001454,81,10,2,534,3052,12.971595,1,0,0.169,132,0.378,0
TX1460,W22984,36.013676,0.008148,354,6,19,941,5240,24.718404,0,0,0.467,77,0.996,0
TX1461,W43039,34.364463,0.006818,64,10,11,3938,4094,17.958306,1,0,0.027,59,0.174,1
TX1462,W95431,4.788614,0.008902,459,10,11,3155,4486,12.989859,0,0,0.939,46,0.803,0
TX1463,W93691,46.128698,0.004548,469,12,3,1266,2982,10.805449,1,0,0.562,91,0.866,0
TX1464,W68606,28.424042,0.00895,315,4,13,12,8022,22.888219,0,0,0.174,75,0.955,0
TX1465,W20616,18.186912,0.008671,95,13,19,2002,5067,16.152067,1,0,0.416,96,0.605,0
TX1466,W60072,37.827173,0.00444,302,10,15,517,3965,8.908609,1,0,0.376,39,0.1,1
TX1467,W34574,12.869016,0.003873,329,16,6,794,4085,11.621113,0,0,0.835,23,0.023,0
TX1468,W13430,34.675798,0.009335,284,19,13,3188,4861,6.960338,0,0,0.12,17,0.443,1
TX1469,W22676,1.986521,0.00718,122,6,18,347,4652,24.011113,0,0,0.43,121,0.351,0
TX1470,W20816,41.970562,0.00929,571,9,18,2068,1124,17.551608,0,1,0.711,74,0.862,1
TX1471,W42733,22.409094,0.00799,275,14,1,1725,9244,9.813534,0,0,0.373,82,0.597,0
TX1472,W95680,31.835009,0.006132,521,10,11,2184,4672,4.588498,0,0,0.358,195,0.843,0
TX1473,W12050,11.06267,0.001247,105,8,16,446,816,4.433707,0,0,0.34,189,0.57,0
TX1474,W43933,33.854009,0.002986,392,3,1,3510,979,11.948778,0,0,0.762,6,0.227,0
TX1475,W34951,38.612242,0.009692,290,17,19,1872,2859,11.694501,0,0,0.119,14,0.2,0
TX1476,W42413,23.661186,0.003262,57,19,8,3642,683,10.450538,0,0,0.857,111,0.395,0
TX1477,W44801,30.886728,0.001023,244,3,19,1986,8141,21.296633,0,0,0.071,78,0.029,0
TX1478,W65619,22.81684,0.007105,218,14,16,173,3656,24.479786,0,0,0.319,193,0.497,1
TX1479,W42913,44.704674,0.007367,365,6,3,2753,781,8.877031,0,1,0.389,104,0.273,1
TX1480,W50600,24.893961,0.002926,368,19,2,2565,1443,7.37232,1,0,0.394,163,0.046,0
TX1481,W67775,42.090594,0.003047,331,18,12,159,7819,19.255068,0,0,0.188,58,0.475,0
TX1482,W45400,40.067802,0.004742,480,12,10,1815,4501,11.250326,0,0,0.603,70,0.641,1
TX1483,W14494,20.525831,0.000316,101,15,2,1429,2760,5.447039,0,0,0.454,28,0.101,0
TX1484,W90688,11.504995,0.007914,331,6,5,2560,5994,4.531672,1,0,0.568,152,0.609,0
TX1485,W99431,20.304701,0.003239,77,12,5,1676,3121,7.021388,0,0,0.615,182,0.943,0
TX1486,W84691,41.311043,0.008552,260,19,6,4,2546,0.043077,0,0,0.191,20,0.377,0
TX1487,W53001,11.382399,0.008046,174,7,3,2853,4042,23.536334,0,0,0.92,176,0.982,0
TX1488,W77364,26.222293,0.006648,337,10,10,1611,5876,10.761919,0,0,0.83,11,0.782,0
TX1489,W55028,40.305031,0.003316,161,18,5,2794,9563,2.080351,0,0,0.828,7,0.01,1
TX1490,W47573,17.67452,0.005212,423,2,5,2152,2829,4.132279,0,0,0.532,84,0.945,1
TX1491,W10806,32.11084,0.004504,462,13,15,2421,1463,8.090212,1,1,0.82,168,0.51,0
TX1492,W66638,12.282333,0.003455,103,15,17,1673,7943,13.796832,0,0,0.627,23,0.601,0
TX1493,W39757,5.464863,0.008497,248,4,17,282,554,17.595865,0,0,0.451,163,0.609,0
TX1494,W44636,39.719417,0.004887,481,7,18,2791,7052,7.703201,0,0,0.752,1,0.391,0
TX1495,W90097,4.949332,0.008344,445,3,10,2331,5900,23.940836,0,1,0.6,156,0.444,0
TX1496,W58280,13.569798,0.001142,198,16,7,1501,8908,19.010194,0,0,0.002,12,0.519,0
TX1497,W34262,42.755616,0.001496,379,9,11,3822,4296,20.646711,0,0,0.997,88,0.966,0
TX1498,W90435,17.324118,0.009775,371,17,14,235,5105,8.097906,0,0,0.43,6,0.218,0
TX1499,W72211,48.652294,0.005919,159,8,9,1726,3390,9.530221,0,0,0.572,39,0.915,0
TX1500,W64842,48.986737,0.005147,503,18,17,3250,5320,13.456164,0,0,0.406,58,0.976,0
TX1501,W66979,13.414533,0.005279,538,13,2,3929,3652,11.297907,0,0,0.1,185,0.425,0
TX1502,W91470,2.04987,0.002231,462,2,17,338,3136,6.504696,0,0,0.834,99,0.247,0
TX1503,W48197,35.253459,0.007215,117,1,17,3574,5264,24.9318,0,0,0.683,138,0.462,0
TX1504,W51844,22.549874,0.000939,28,16,10,1246,7403,21.210456,1,0,0.829,156,0.102,0
TX1505,W74754,5.038541,0.005776,287,16,12,456,3496,5.957304,0,0,0.484,16,0.821,0
TX1506,W44157,35.376433,0.005751,296,11,12,3970,1338,22.31104,0,0,0.792,140,0.315,0
TX1507,W87129,1.559714,0.00915,367,4,15,3798,5089,14.67628,0,0,0.798,8,0.304,0
TX1508,W50042,43.509964,0.005309,405,11,9,2773,6197,0.323926,0,0,0.336,169,0.673,0
TX1509,W71665,6.933488,0.001457,572,6,18,1919,3012,8.660323,0,0,0.004,136,0.561,0
TX1510,W92856,6.366467,0.00577,270,11,16,1383,2660,0.653062,0,0,0.86,20,0.586,0
TX1511,W37376,8.784439,0.001004,58,1,7,410,9357,2.203386,1,0,0.185,77,0.485,1
TX1512,W65554,48.013358,0.002118,426,9,14,1629,2736,4.482643,1,0,0.869,154,0.451,0
TX1513,W24199,34.658775,0.000408,478,7,4,1989,5308,12.115122,0,0,0.618,54,0.316,0
TX1514,W91412,40.068775,0.005182,247,3,3,558,4814,9.538405,0,0,0.635,34,0.283,0
TX1515,W60948,19.882352,0.000937,358,9,12,462,4714,3.733414,0,1,0.247,167,0.994,0
TX1516,W83781,16.8163,0.004747,392,2,16,3839,6757,9.86994,1,0,0.403,88,0.403,0
TX1517,W82750,11.724966,0.009336,182,10,4,191,6598,7.615444,0,0,0.312,11,0.507,0
TX1518,W76262,24.032921,0.007226,479,17,4,2019,179,10.259797,0,0,0.19,199,0.397,0
TX1519,W56600,27.591885,0.000866,577,1,3,1862,1038,4.316049,0,0,0.725,156,0.726,0
TX1520,W86898,31.58911,0.00232,409,18,9,3991,3835,15.246679,0,0,0.096,132,0.174,0
TX1521,W72483,12.856668,0.006769,40,6,14,1169,4779,1.122835,0,0,0.512,187,0.052,0
TX1522,W28297,47.432755,0.008958,362,6,12,1368,7427,9.703052,0,0,0.536,146,0.974,0
TX1523,W40448,8.488755,0.000426,562,9,10,3688,5785,22.373193,0,0,0.955,162,0.536,0
TX1524,W36172,48.282693,0.008143,331,10,14,1600,6178,10.49756,0,0,0.869,45,0.551,0
TX1525,W52874,0.743791,0.005662,48,15,12,157,4806,11.032588,0,0,0.492,173,0.467,0
TX1526,W17657,24.056803,0.005506,324,4,12,3380,7400,1.709536,0,0,0.844,172,0.05,0
TX1527,W94386,16.669059,0.009582,476,8,2,894,7361,15.138054,1,0,0.791,38,0.677,1
TX1528,W35425,22.456722,0.007502,273,4,19,862,6332,23.410706,1,0,0.028,168,0.566,0
TX1529,W36685,28.533658,0.008516,529,3,13,3200,3569,7.297344,1,0,0.922,110,0.143,1
TX1530,W34578,21.780022,0.003605,29,4,10,1048,4424,9.837359,0,1,0.688,110,0.524,0
TX1531,W38831,20.742928,0.005588,555,1,1,931,3987,14.708071,0,0,0.672,88,0.234,0
TX1532,W17906,36.636438,0.006193,161,9,1,3197,3314,2.339347,0,0,0.713,17,0.64,0
TX1533,W71413,34.294128,0.003284,189,11,8,3247,6241,23.757583,0,1,0.225,186,0.668,1
TX1534,W64028,41.663731,0.005745,178,19,6,1125,8684,11.695241,0,0,0.029,86,0.297,0
TX1535,W17287,12.498699,0.002443,398,7,3,2099,8106,2.886257,0,0,0.232,157,0.094,0
TX1536,W43660,30.476816,0.001519,190,5,13,1282,310,8.387329,0,0,0.795,64,0.798,0
TX1537,W85758,29.260154,0.003802,285,2,12,661,7278,9.352035,0,1,0.597,104,0.636,1
TX1538,W70504,18.487521,0.007419,590,19,16,1192,9894,8.640985,0,0,0.361,168,0.604,0
TX1539,W69720,24.303391,0.00917,299,3,11,1129,8998,17.333659,1,0,0.242,54,0.598,0
TX1540,W44701,15.689793,0.004631,532,15,4,3653,6729,8.644563,0,0,0.8,186,0.719,0
TX1541,W93300,7.093078,0.006464,192,7,8,2083,1893,8.103111,0,0,0.458,44,0.228,0
TX1542,W27674,10.690847,0.00112,416,5,7,2476,9519,8.058992,0,0,0.612,83,0.407,1
TX1543,W93560,5.276577,0.009054,190,10,16,3747,1918,19.448434,0,0,0.013,66,0.222,0
TX1544,W33874,34.153796,0.005729,548,9,12,339,6500,7.716454,0,0,0.43,16,0.071,0
TX1545,W53642,33.036709,0.007825,579,14,6,720,5222,0.359812,0,0,0.015,90,0.907,0
TX1546,W75160,47.530368,0.007965,305,13,6,1177,2242,9.144723,0,0,0.787,81,0.047,0
TX1547,W27602,36.484191,0.002639,313,1,11,506,7242,6.963147,0,0,0.249,19,0.046,1
TX1548,W98801,2.60324,0.005339,193,16,12,2128,1974,22.726341,0,0,0.167,150,0.322,0
TX1549,W35931,44.212374,0.009609,415,8,16,3103,5939,11.952875,0,1,0.926,191,0.319,0
TX1550,W39192,43.133895,0.000987,542,17,16,225,5527,5.872038,1,0,0.018,135,0.04,0
TX1551,W56542,22.166573,0.006862,391,6,16,3839,3979,24.539768,0,0,0.198,102,0.767,0
TX1552,W52520,29.293567,0.009626,555,2,4,1233,1316,6.176138,1,0,0.24,192,0.117,0
TX1553,W74772,48.803941,0.003076,197,13,12,180,8803,19.077973,0,0,0.823,117,0.088,0
TX1554,W68762,26.615686,0.008628,167,8,5,419,9682,16.24227,0,0,0.71,59,0.087,0
TX1555,W60106,45.266186,0.009343,57,9,9,3569,6796,11.56108,0,0,0.967,6,0.644,0
TX1556,W91121,4.152855,0.007496,479,13,18,3991,8396,10.151819,1,0,0.695,131,0.169,0
TX1557,W35559,9.553402,0.00239,178,18,9,1329,6549,21.810838,0,0,0.236,155,0.578,0
TX1558,W43742,22.038306,0.003407,200,18,16,656,1400,11.882309,1,0,0.167,18,0.201,1
TX1559,W79669,29.238256,0.000455,215,9,1,742,1373,9.390175,0,0,0.755,133,0.837,0
TX1560,W90199,40.811576,0.008331,394,2,5,314,9449,8.862713,0,0,0.901,121,0.187,0
TX1561,W31754,49.413117,0.008511,312,4,19,3890,5107,6.903941,0,0,0.912,25,0.43,1
TX1562,W13972,19.443186,0.006364,461,18,3,1358,3204,10.230059,0,0,0.771,39,0.552,0
TX1563,W80831,2.371734,0.00359,335,17,1,3136,9887,3.006751,0,1,0.794,117,0.88,0
TX1564,W51873,40.058774,0.00086,499,12,14,308,2683,1.637425,0,0,0.662,146,0.215,0
TX1565,W19903,30.219432,0.007555,333,16,18,2088,7923,13.541274,0,0,0.736,92,0.62,0
TX1566,W13020,9.927944,0.007293,33,13,8,1267,8426,11.361996,0,0,0.116,148,0.031,1
TX1567,W51755,24.741928,0.009135,126,11,14,2409,2138,4.343073,0,0,0.329,4,0.775,0
TX1568,W95956,37.11577,0.007332,462,14,13,1269,7148,2.678912,1,0,0.458,144,0.527,0
TX1569,W96988,38.520819,0.008304,422,10,16,3894,2807,3.590248,0,0,0.664,165,0.945,0
TX1570,W55648,24.981421,0.007485,163,19,9,3954,4851,7.88796,0,0,0.418,61,0.775,0
TX1571,W19516,15.261421,0.006344,520,17,7,3681,1958,11.292602,0,0,0.375,115,0.401,1
TX1572,W12396,48.687155,0.004327,6,9,3,3029,9686,4.841819,0,0,0.564,167,0.416,0
TX1573,W94082,33.168467,0.009031,306,14,1,3217,932,18.893068,0,0,0.394,6,0.006,0
TX1574,W29129,20.412468,0.006545,83,5,8,2948,48,4.841176,0,0,0.073,154,0.838,0
TX1575,W11591,14.023881,0.004044,319,3,14,3640,2271,3.11192,0,0,0.969,117,0.805,0
TX1576,W21303,36.555418,0.000926,332,8,13,1054,5768,24.863926,1,0,0.926,158,0.569,0
TX1577,W40561,12.10993,0.002978,280,18,7,1644,7919,11.198312,1,0,0.039,97,0.375,0
TX1578,W81719,8.586328,0.005483,456,3,13,2029,4562,4.258475,0,0,0.529,189,0.805,0
TX1579,W96231,26.492165,0.002829,569,2,7,930,679,22.364978,1,0,0.713,25,0.61,1
